itemLabel,universeLabel
Fan Jiang,The Romance of the Three Kingdoms universe
Zhang Da,The Romance of the Three Kingdoms universe
Wu Ban,The Romance of the Three Kingdoms universe
Zhang Bao,The Romance of the Three Kingdoms universe
Zhang Shao,The Romance of the Three Kingdoms universe
Li Yi,The Romance of the Three Kingdoms universe
Zhao Zi,The Romance of the Three Kingdoms universe
Xing Zhen,The Romance of the Three Kingdoms universe
Shamoke,The Romance of the Three Kingdoms universe
Sun Huan,The Romance of the Three Kingdoms universe
Sun He,The Romance of the Three Kingdoms universe
Li Yi,The Romance of the Three Kingdoms universe
Xie Jing,The Romance of the Three Kingdoms universe
Shi Ji,The Romance of the Three Kingdoms universe
Zhou Ping,The Romance of the Three Kingdoms universe
Lu Yu,The Romance of the Three Kingdoms universe
Lu Jun,The Romance of the Three Kingdoms universe
Cao Zhen,The Romance of the Three Kingdoms universe
Chunyu Dan,The Romance of the Three Kingdoms universe
Kebineng,The Romance of the Three Kingdoms universe
Meng Huo,The Romance of the Three Kingdoms universe
Dong Yun,The Romance of the Three Kingdoms universe
Yong Kai,The Romance of the Three Kingdoms universe
Zhu Bao,The Romance of the Three Kingdoms universe
Gao Ding,The Romance of the Three Kingdoms universe
Wang Kang,The Romance of the Three Kingdoms universe
Lü Kai,The Romance of the Three Kingdoms universe
Wang Lian,The Romance of the Three Kingdoms universe
Dong Jue,The Romance of the Three Kingdoms universe
Fan Jian,The Romance of the Three Kingdoms universe
Ma Zhong,The Romance of the Three Kingdoms universe
Zhang Ni,The Romance of the Three Kingdoms universe
Cao Rui,The Romance of the Three Kingdoms universe
Guo Guifei,The Romance of the Three Kingdoms universe
Zhang Tao,The Romance of the Three Kingdoms universe
Guo Youzhi,The Romance of the Three Kingdoms universe
Xiang Chong,The Romance of the Three Kingdoms universe
Du Wei,The Romance of the Three Kingdoms universe
Lai Min,The Romance of the Three Kingdoms universe
Li Zhuan,The Romance of the Three Kingdoms universe
Xi Zheng,The Romance of the Three Kingdoms universe
Liu Yan,The Romance of the Three Kingdoms universe
Yuan Lin,The Romance of the Three Kingdoms universe
Gao Xiang,The Romance of the Three Kingdoms universe
Yang Yi,The Romance of the Three Kingdoms universe
Xu Yun,The Romance of the Three Kingdoms universe
Ding Xian,The Romance of the Three Kingdoms universe
Liu Min,The Romance of the Three Kingdoms universe
Guan Yong,The Romance of the Three Kingdoms universe
Hu Ji,The Romance of the Three Kingdoms universe
Yan Yan,The Romance of the Three Kingdoms universe
Cuan Xi,The Romance of the Three Kingdoms universe
Du Qi,The Romance of the Three Kingdoms universe
Xiahou Mao,The Romance of the Three Kingdoms universe
Princess Qinghe,The Romance of the Three Kingdoms universe
Han Yao,The Romance of the Three Kingdoms universe
Han Qiong,The Romance of the Three Kingdoms universe
Han Qi,The Romance of the Three Kingdoms universe
Cheng Wu,The Romance of the Three Kingdoms universe
Dong Xi,The Romance of the Three Kingdoms universe
Xue Ze,The Romance of the Three Kingdoms universe
Pan Sui,The Romance of the Three Kingdoms universe
Ma Zun,The Romance of the Three Kingdoms universe
Yang Ling,The Romance of the Three Kingdoms universe
Liang Xu,The Romance of the Three Kingdoms universe
Yin Shang,The Romance of the Three Kingdoms universe
Julian,Amber
Llewella,Amber
Sun Wukong,Journey to the West universe
Nayda,Amber
Glozelle,Narnia universe
Fredrikson (Moomins character),Moomin world
Vernon Dursley,Harry Potter universe
Poseidon,Camp Half-Blood chronicles
Q12059878,Q10615570
Dutch,Predator universe
Zhong Shen,The Romance of the Three Kingdoms universe
Dorcas Meadowes,Harry Potter universe
Trufflehunter,Narnia universe
Cashmere,The Hunger Games universe
Brutus,The Hunger Games universe
Foxface,The Hunger Games universe
Rue,The Hunger Games universe
Blast-ended Skrewt,Harry Potter universe
Salcilia,His Dark Materials universe
Evangeline Orpington,Harry Potter universe
Septimus Weasley,Harry Potter universe
Fred Weasley II,Harry Potter universe
Sirius Black II,Harry Potter universe
Irma Crabbe,Harry Potter universe
Manami Tamura,Oreimo universe
Herby,Oz universe
Jia Lian,Dream of the Red Chamber universe
Caiyun,Dream of the Red Chamber universe
Olgerd Vladislav,Robert E. Howard's fictional universe
wife of Bao Er,Dream of the Red Chamber universe
Higesura,My Isekai Life universe
Lily,My Isekai Life universe
Mineaki Irido,My Stepmom's Daughter Is My Ex universe
Joshua Juukulius,Re:Zero universe
father of Xie Xida,Jin Ping Mei universe
mother of Xie Xida,Jin Ping Mei universe
Liu Sheng,Jin Ping Mei universe
Taiwei Tong,Jin Ping Mei universe
father of Guifei Niangniang,Jin Ping Mei universe
Wang Shiqi,Jin Ping Mei universe
Chen Liaoweng,Jin Ping Mei universe
Meng Changling,Jin Ping Mei universe
Liu Niangniang,Jin Ping Mei universe
Wang Zudao,Jin Ping Mei universe
Chen Zongshan,Jin Ping Mei universe
Jincai'er,Jin Ping Mei universe
Agnarr,The Faraway Paladin universe
Grendir,The Faraway Paladin universe
Aurvangr,The Faraway Paladin universe
Gangr,The Faraway Paladin universe
Cernunnos,The Faraway Paladin universe
Makoto Misumi,Tsukimichi: Moonlit Fantasy universe
Tomoe,Tsukimichi: Moonlit Fantasy universe
Mio,Tsukimichi: Moonlit Fantasy universe
Emma,Tsukimichi: Moonlit Fantasy universe
Shiki,Tsukimichi: Moonlit Fantasy universe
Eris,Tsukimichi: Moonlit Fantasy universe
Tsukuyomi,Tsukimichi: Moonlit Fantasy universe
Toa,Tsukimichi: Moonlit Fantasy universe
Taro Yamada,Yandere Simulator universe
Alicia Masters,Earth-121698
Kuruk,World of Avatar
Roku,World of Avatar
Kyoshi,World of Avatar
Toda Mariko,Shogun universe
Roy Valentine,That Time I Got Reincarnated as a Slime universe
Louis Valentine,That Time I Got Reincarnated as a Slime universe
Edward,That Time I Got Reincarnated as a Slime universe
Iris,KonoSuba universe
Claire,KonoSuba universe
Rain,KonoSuba universe
Yangchen,World of Avatar
Mrs. McGregor,Peter Rabbit universe
Josephine Rabbit,Peter Rabbit universe
Richard Straker,Multiverse
Ben Mears,Multiverse
Gobwa,That Time I Got Reincarnated as a Slime universe
Damrada,That Time I Got Reincarnated as a Slime universe
Granbell Rosso,That Time I Got Reincarnated as a Slime universe
Victoria Ash,World of Darkness Universe
Pigling Bland,Peter Rabbit universe
Tom Kitten,Peter Rabbit universe
Samuel Whiskers,Peter Rabbit universe
Mittens,Peter Rabbit universe
James,The Last of Us universe
Hsin Jaoming,Grand Theft Auto HD universe
Lester Crest,Grand Theft Auto HD universe
Zari Tomaz,Arrowverse
Miner 49er,Scooby Doo universe
Silent Bob,View Askewniverse
Nicole A. Faye,Zombie Panic! universe
José I. Mendez,Star Trek universe
Izuku Midoriya,My Hero Academia universe
Jake Otto,The Walking Dead Television Universe
Shoto Todoroki,My Hero Academia universe
Q65210383,Q18766424
Viola,One Piece universe
Billy Hargrove,Stranger Things universe
Wolfgang von Strucker,Marvel Cinematic Universe
Dum Dum Dugan,Marvel Cinematic Universe
Abraham Erskine,Marvel Cinematic Universe
The Protagonist,Spooky's Jump Scare Mansion universe
Sonny Burch,Marvel Cinematic Universe
Jack Rollins,Marvel Cinematic Universe
Laura Barton,Marvel Cinematic Universe
Madame B,Marvel Cinematic Universe
Doctor Wu,Marvel Cinematic Universe
Matthew Ellis,Marvel Cinematic Universe
Jackson Brice,Marvel Cinematic Universe
Gilmore Hodge,Marvel Cinematic Universe
Senator Brandt,Marvel Cinematic Universe
Roeder,Marvel Cinematic Universe
Zrinka,Marvel Cinematic Universe
Heather,Marvel Cinematic Universe
Cale,Marvel Cinematic Universe
Hiashi Hyūga,Naruto universe
Punchline,DC Universe
Trelokampouros,Wedding Song universe
Gero Balis,Wedding Song universe
Simon Stroud,Sony's Spider-Man Universe
Barbara Wilson,Burtonverse
Ejaeli,Granblue Fantasy universe
Cordelia,Granblue Fantasy universe
Leona,Granblue Fantasy universe
Yurius,Granblue Fantasy universe
Robert D'Amato,Star Trek universe
Jeremiah Danvers,Arrowverse
Mikaela Öhman,Bert universe
Anna,The Last of Us universe
Ryan Choi,Arrowverse
Dinah Lance,Arrowverse
Lex Luthor,Arrowverse
Lena Luthor,Arrowverse
William Dey,Arrowverse
Frankenn the First,Foundation universe
"Marc Claudy, Luitenant in the Chica Garrison",Foundation universe
Natalie Logue,Arrowverse
Alfred the Great,Assassin's Creed universe
Pippa,Arrowverse
Vice-Admiral Holdo,Star Wars universe
Q93331414,Salatut elämät universe
Benjamin Taalasmaa,Salatut elämät universe
Starbuck,Battlestar Galactica universe
Suirei,The Apothecary Diaries universe
The Park Keeper,Moomin world
Zheren,Spice and Wolf universe
Hans Remerio,Spice and Wolf universe
Richten Marlheit,Spice and Wolf universe
Yoshii Toranaga,Shogun universe
Fa Zheng,The Romance of the Three Kingdoms universe
Meng Da,The Romance of the Three Kingdoms universe
Fa Zhen,The Romance of the Three Kingdoms universe
Huang Quan,The Romance of the Three Kingdoms universe
Wang Lei,The Romance of the Three Kingdoms universe
Li Hui,The Romance of the Three Kingdoms universe
Liu Gui,The Romance of the Three Kingdoms universe
Zhang Ren,The Romance of the Three Kingdoms universe
Deng Xian,The Romance of the Three Kingdoms universe
Yang Huai,The Romance of the Three Kingdoms universe
Gao Pei,The Romance of the Three Kingdoms universe
Xun Yun,The Romance of the Three Kingdoms universe
Zhu Guang,The Romance of the Three Kingdoms universe
Liu Ba,The Romance of the Three Kingdoms universe
Zhang Su,The Romance of the Three Kingdoms universe
Liu Xun,The Romance of the Three Kingdoms universe
Wu Yi,The Romance of the Three Kingdoms universe
Wu Lan,The Romance of the Three Kingdoms universe
Lei Tong,The Romance of the Three Kingdoms universe
Huo Jun,The Romance of the Three Kingdoms universe
Peng Yang,The Romance of the Three Kingdoms universe
Xiang Lang,The Romance of the Three Kingdoms universe
Jiang Wan,The Romance of the Three Kingdoms universe
Yan Yan,The Romance of the Three Kingdoms universe
Zhuo Ying,The Romance of the Three Kingdoms universe
Zhang Yi,The Romance of the Three Kingdoms universe
Zheng Du,The Romance of the Three Kingdoms universe
Fei Guan,The Romance of the Three Kingdoms universe
Li Yan,The Romance of the Three Kingdoms universe
Dong He,The Romance of the Three Kingdoms universe
Jiang Xu,The Romance of the Three Kingdoms universe
Yin Feng,The Romance of the Three Kingdoms universe
Zhao Ang,The Romance of the Three Kingdoms universe
Zhao Yue,The Romance of the Three Kingdoms universe
Lady Wang,The Romance of the Three Kingdoms universe
Yang Bai,The Romance of the Three Kingdoms universe
Liu Jun,The Romance of the Three Kingdoms universe
Qiao Zhou,The Romance of the Three Kingdoms universe
Xu Jing,The Romance of the Three Kingdoms universe
Qin Mi,The Romance of the Three Kingdoms universe
Lü Yi,The Romance of the Three Kingdoms universe
Deng Zhi,The Romance of the Three Kingdoms universe
Yang Hong,The Romance of the Three Kingdoms universe
Zhou Qun,The Romance of the Three Kingdoms universe
Fei Yi,The Romance of the Three Kingdoms universe
Fei Shi,The Romance of the Three Kingdoms universe
Fu Gan,The Romance of the Three Kingdoms universe
Du Xi,The Romance of the Three Kingdoms universe
Wei Kai,The Romance of the Three Kingdoms universe
He Qia,The Romance of the Three Kingdoms universe
Bing Yuan,The Romance of the Three Kingdoms universe
Guan Ning,The Romance of the Three Kingdoms universe
Empress Cao,The Romance of the Three Kingdoms universe
Yang Ang,The Romance of the Three Kingdoms universe
Yang Ren,The Romance of the Three Kingdoms universe
Xue Ti,The Romance of the Three Kingdoms universe
Gu Li,The Romance of the Three Kingdoms universe
Lady Ding,The Romance of the Three Kingdoms universe
Lady Liu,The Romance of the Three Kingdoms universe
Lady Bian,The Romance of the Three Kingdoms universe
Cao Zhang,The Romance of the Three Kingdoms universe
Cao Xiong,The Romance of the Three Kingdoms universe
Zuo Ci,The Romance of the Three Kingdoms universe
Xu Zhi,The Romance of the Three Kingdoms universe
Guan Lu,The Romance of the Three Kingdoms universe
Wang Ji,The Romance of the Three Kingdoms universe
Wang Bi,The Romance of the Three Kingdoms universe
Geng Ji,The Romance of the Three Kingdoms universe
Wei Huang,The Romance of the Three Kingdoms universe
Jin Yi,The Romance of the Three Kingdoms universe
Ren Kui,The Romance of the Three Kingdoms universe
Guo Huai,The Romance of the Three Kingdoms universe
Xiahou Shang,The Romance of the Three Kingdoms universe
Cai Yan,The Romance of the Three Kingdoms universe
Chen Shi,The Romance of the Three Kingdoms universe
Zhang Zhu,The Romance of the Three Kingdoms universe
Jiao Bing,The Romance of the Three Kingdoms universe
Wang Ping,The Romance of the Three Kingdoms universe
Wu Zhi,The Romance of the Three Kingdoms universe
Shen Dan,The Romance of the Three Kingdoms universe
daughter of Guan Yu,The Romance of the Three Kingdoms universe
Fu Shiren,The Romance of the Three Kingdoms universe
Zhai Yuan,The Romance of the Three Kingdoms universe
Wang Fu,The Romance of the Three Kingdoms universe
Pan Jun,The Romance of the Three Kingdoms universe
Zhao Lei,The Romance of the Three Kingdoms universe
Lü Chang,The Romance of the Three Kingdoms universe
Dong Heng,The Romance of the Three Kingdoms universe
Dong Chao,The Romance of the Three Kingdoms universe
Pang Rou,The Romance of the Three Kingdoms universe
sister-in-law of Pang De,The Romance of the Three Kingdoms universe
Lady Li,The Romance of the Three Kingdoms universe
Pang Hui,The Romance of the Three Kingdoms universe
Zeboim,Dragonlance
Liang Qian,The Romance of the Three Kingdoms universe
Jiang Wei,The Romance of the Three Kingdoms universe
Cao Zun,The Romance of the Three Kingdoms universe
Zhu Zan,The Romance of the Three Kingdoms universe
Han Zhen,The Romance of the Three Kingdoms universe
Li Feng,The Romance of the Three Kingdoms universe
Sima Zhao,The Romance of the Three Kingdoms universe
Li Fu,The Romance of the Three Kingdoms universe
Deng Xian,The Romance of the Three Kingdoms universe
Liang Ji,The Romance of the Three Kingdoms universe
Sun Li,The Romance of the Three Kingdoms universe
Chen Zao,The Romance of the Three Kingdoms universe
Sun Zi,The Romance of the Three Kingdoms universe
Hao Zhao,The Romance of the Three Kingdoms universe
Zhou Fang,The Romance of the Three Kingdoms universe
Hu Zhi,The Romance of the Three Kingdoms universe
Quan Cong,The Romance of the Three Kingdoms universe
Zhao Tong,The Romance of the Three Kingdoms universe
Zhao Guang,The Romance of the Three Kingdoms universe
Fei Yao,The Romance of the Three Kingdoms universe
Han Ji,The Romance of the Three Kingdoms universe
Zhang Hu,The Romance of the Three Kingdoms universe
Yue Lin,The Romance of the Three Kingdoms universe
Sun Deng,The Romance of the Three Kingdoms universe
Zhuge Ke,The Romance of the Three Kingdoms universe
Zhang Xiu,The Romance of the Three Kingdoms universe
Dai Ling,The Romance of the Three Kingdoms universe
Yang Ji,The Romance of the Three Kingdoms universe
Wang Su,The Romance of the Three Kingdoms universe
Carag Goldeneye,Woodwalkers universe
Wei Ping,The Romance of the Three Kingdoms universe
Xiahou Ba,The Romance of the Three Kingdoms universe
Xiahou Wei,The Romance of the Three Kingdoms universe
Xiahou Hui,The Romance of the Three Kingdoms universe
Xiahou He,The Romance of the Three Kingdoms universe
