itemLabel,universeLabel
Duck King,The King of Fighters
Gordon Walker,Supernatural
Griff Tannen,Hill Valley fictive
Rex Banner,The Simpsons
Blex Forer,Universal Century
Zhen Sanguniang,Dream of the Red Chamber
Zhen Dagunaing,Dream of the Red Chamber
Zhen Erguniang,Dream of the Red Chamber
Zhuaner,Dream of the Red Chamber
He Po,Dream of the Red Chamber
Boli,Dream of the Red Chamber
Cailuan,Dream of the Red Chamber
Peifeng,Dream of the Red Chamber
Jia Ying,Dream of the Red Chamber
Zhang Hua,Dream of the Red Chamber
Qinger,Dream of the Red Chamber
Prince Yizhong,Dream of the Red Chamber
son of Fei Pozi,Dream of the Red Chamber
Shierra,Mushoku Tensei
mother-in-law of Yuanyangs sister,Dream of the Red Chamber
Cuiyun,Dream of the Red Chamber
senior Wangs wife,Dream of the Red Chamber
Zhitong,Dream of the Red Chamber
mother of Ouguan,Dream of the Red Chamber
Yang Shilang,Dream of the Red Chamber
Wu Xunfu,Dream of the Red Chamber
Ji Haogu,Dream of the Red Chamber
Zanoba Shirone,Mushoku Tensei
He San,Dream of the Red Chamber
Audrey Bishop,Dexter
Antonio,The Faraway Paladin
Hexian,Dream of the Red Chamber
Prince Nanan,Dream of the Red Chamber
Prince Dongping,Dream of the Red Chamber
Liu Tiezui,Dream of the Red Chamber
Bi Zhian,Dream of the Red Chamber
Jingying Jiedushi (character),Dream of the Red Chamber
Marquess Xiangyang,Dream of the Red Chamber
Marquess Pingyuan,Dream of the Red Chamber
Wang Zhong,Dream of the Red Chamber
Shi Fu,Dream of the Red Chamber
Jia Fan,Dream of the Red Chamber
Loid Forger,Spy × Family
Prince Xian,Dream of the Red Chamber
Riley Andersen,Inside Out
Yingguan,Dream of the Red Chamber
Drip,One Piece
Humphrey,One Piece
Albion,One Piece
cousin of Xiren,Dream of the Red Chamber
husband of Sijie,Dream of the Red Chamber
Tax Official,Dream of the Red Chamber
daughter of the Tax Official,Dream of the Red Chamber
Lin Familys Brother,Dream of the Red Chamber
Akira Kurosawa,The Simpsons
wife of Lai Sheng,Dream of the Red Chamber
Jasmine Jordan,Space Jam
Konbu,One Piece
Idate Morino,Naruto
Mifune,Naruto
Karl Lion,The Brothers Lionheart
Jonathan Lion,The Brothers Lionheart
Troy Otto,The Walking Dead Television
Dante,The Walking Dead Television
Pepesha Andranof,Shy
Davie Wonder John,Shy
Piltz Dunant,Shy
Ming Ming Li,Shy
Iko Koishikawa,Shy
Keheheh Kekerakera,Shy
Unilord,Shy
Stigma,Shy
Tzveta Kooriskaya,Shy
Mia Luna Tearmoon,Tearmoon Empire
Anne Littstein,Tearmoon Empire
Ludwig Hewitt,Tearmoon Empire
Abel Remno,Tearmoon Empire
Sion Sol Sunkland,Tearmoon Empire
Tiona Rudolvon,Tearmoon Empire
Rafina Orca Belluga,Tearmoon Empire
Keithwood,Tearmoon Empire
Liora Lulus,Tearmoon Empire
Chloe Forkroad,Tearmoon Empire
Dion Alaia,Tearmoon Empire
Rae Taylor,I'm in Love with the Villainess
Claire Francois,I'm in Love with the Villainess
Rod Bauer,I'm in Love with the Villainess
Thane Bauer,I'm in Love with the Villainess
Yu Bauer,I'm in Love with the Villainess
Misha Jur,I'm in Love with the Villainess
Lene Aurousseau,I'm in Love with the Villainess
Loretta Kugret,I'm in Love with the Villainess
Pipi Barlier,I'm in Love with the Villainess
Flamme,Frieren
Sein,Frieren
Fuuko Izumo,Undead Unluck
Andy,Undead Unluck
Juiz,Undead Unluck
Shen Xian,Undead Unluck
Tatiana,Undead Unluck
Top Bull Sparx,Undead Unluck
Nico Vorgeil,Undead Unluck
Gina Chamber,Undead Unluck
Void Volks,Undead Unluck
Billy Alfred,Undead Unluck
Manaria Sousse,I'm in Love with the Villainess
Migs Mayfeld,Star Wars
Reiner Braun,Attack on Titan
Erwin Smith,Attack on Titan
Roshan,Ice Age
Aoidos,Granblue Fantasy
Jamil,Granblue Fantasy
Ippatsu,Granblue Fantasy
Romeo,Granblue Fantasy
Pengy,Granblue Fantasy
Owen,Granblue Fantasy
Spinnah,Granblue Fantasy
Rosita,Whoniverse
Tabina,Granblue Fantasy
Malcolm Merlyn,Arrowverse
Clarissa Stein,Arrowverse
Steven Jones,Startropics
Eliza Danvers,Arrowverse
Herman,Sune
Francine West,Arrowverse
Karla,Kaj & Andrea
Nasreen Tarazi,Arrowverse
Ray Palmer,Arrowverse
Michael Lane,DC
Joss Jackam,Arrowverse
William Clayton,Arrowverse
Mona Wu,Arrowverse
Curtis Holt,Arrowverse
Lillian Luthor,Arrowverse
Cisco Ramon,Arrowverse
Nash Wells,Arrowverse
Arbin Maren,Foundation
Dr. Affret Shekt,Foundation
Pola Shekt,Foundation
Messter,Foundation
High Minister of Earth,Foundation
Roger Doofenshmirtz,Phineas and Ferb
Lucas Hilton,Arrowverse
Sarah Chambers,Babylon 5
Deadshot,Arrowverse
Edward Fyers,Arrowverse
Eve Teschmacher,Arrowverse
Rivers,One Piece
Hamburg,One Piece
Pickles,One Piece
Roji,One Piece
Busshiri,One Piece
Hocha,One Piece
Rint,One Piece
Stanley Podolak,Space Jam
Mia Taylor,Love Live!
Qiao Yunge,Water Margin
Spoil,One Piece
Tuzun Thune,Robert E. Howard's fictional
Tuzun Thune,fictional  of the Thurian Age
Tranicos,Robert E. Howard's fictional
Tranicos,fictional  of the Hyborian Age
Jia Fu,Dream of the Red Chamber
Zhang Rugui,Dream of the Red Chamber
Xueyan,Dream of the Red Chamber
Reigning Emperor,Dream of the Red Chamber
Lady Liu,Dream of the Red Chamber
father of Lin Ruhai,Dream of the Red Chamber
Asahija,One Piece
Jingxu,Dream of the Red Chamber
Mouse,Matrix
Zhan Guang,Dream of the Red Chamber
Wu Xindeng,Dream of the Red Chamber
Qian Hua,Dream of the Red Chamber
Devil Dias,One Piece
Thor,God of War
Jia Huang,Dream of the Red Chamber
Peterman,One Piece
Disco,One Piece
Heat,One Piece
Niu Qing,Dream of the Red Chamber
Jia Xiao,Dream of the Red Chamber
Jia Bian,Dream of the Red Chamber
Jia Zao,Dream of the Red Chamber
Jia Fen,Dream of the Red Chamber
Jiang Zining,Dream of the Red Chamber
Xie Jing,Dream of the Red Chamber
Qi Jianhui,Dream of the Red Chamber
Qiu Liang,Dream of the Red Chamber
Li Yanei,Dream of the Red Chamber
Wu Tianyou,Dream of the Red Chamber
Emperor Taizu,Dream of the Red Chamber
Shanziye,Dream of the Red Chamber
Cheng Rixing,Dream of the Red Chamber
Domino,One Piece
father of Xiren,Dream of the Red Chamber
Cuilu,Dream of the Red Chamber
Caixia,Dream of the Red Chamber
wife of Bu Shiren,Dream of the Red Chamber
Yinjie,Dream of the Red Chamber
wife of Ni Er,Dream of the Red Chamber
Concubine Zhou,Dream of the Red Chamber
Shuangshou,Dream of the Red Chamber
Queen of Qianxiang Kingdom,Dream of the Red Chamber
Shouer,Dream of the Red Chamber
Ayano Toki,Laid-Back Camp
mother of Shi Xiangyun,Dream of the Red Chamber
Haruta,One Piece
Bastille,One Piece
Zhangshi of Zhongshun Fu,Dream of the Red Chamber
wife of Wu Xindeng,Dream of the Red Chamber
LeBron James,Space Jam
Elise,Dead or Alive Xtreme
Teresa,86
Strabonus,Robert E. Howard's fictional
Strabonus,fictional  of the Hyborian Age
grandfather of Lai Shangrong,Dream of the Red Chamber
Gene,Universal Century
Livia,Robert E. Howard's fictional
Livia,fictional  of the Hyborian Age
Ramsus Hasa,Universal Century
Elpeo Ple,Universal Century
Rachel Johnson,Yogi Bear
Orga Sabnak,Cosmic Era
Li Wen,Dream of the Red Chamber
Frau Engel,Wolfenstein
Suberoa Zinnerman,Universal Century
Loni Garvey,Universal Century
brother of Wu Jinxiao,Dream of the Red Chamber
Christopher Thorndyke,Sonic the Hedgehog
Angelina Ivanova,Yandere School
Saya Kaito,Yandere School
Makio Sono,Yandere School
Keita Hiyama,Yandere School
Hisato Watanabe,Yandere School
Talbot Breech,Teenage Mutant Ninja Turtles
Fenton Hackenbush,Teenage Mutant Ninja Turtles
Statler,Muppets
Waldorf,Muppets
Chumley,Teenage Mutant Ninja Turtles
Old Jewish Man,The Simpsons
Buford Badd,Teenage Mutant Ninja Turtles
Wilhelm Vanilli,Teenage Mutant Ninja Turtles
Casbah,Teenage Mutant Ninja Turtles
Clyde,Teenage Mutant Ninja Turtles
Wolfgang Plink,Teenage Mutant Ninja Turtles
Stan,Teenage Mutant Ninja Turtles
Apu Nahasapeemapetilon Sr.,The Simpsons
Artyom,Metro 2033
Marlene,The Last of Us
Maria,The Last of Us
David,The Last of Us
Krall,Star Trek
Mandy Wiles,Bully
Skinz #2,Manhunt
Babyface #1,Manhunt
Lola Vinberg,Salatut elämät
Mr. Foster,Killing Floor
Harold Oxley,Indiana Jones
Legs,The Simpsons
Hibana,Tom Clancy's Rainbow Six
Decoy of Ras al Ghul,Nolanverse
Aaron Davis,Marvel Cinematic
Stephen Chen,Brink
Pagan Min,Far Cry
Verne Brown,Hill Valley fictive
Henry Turner,Pirates of the Caribbean
Carina Smyth,Pirates of the Caribbean
Alexander,Disney
Maddy Ferguson,Twin Peaks universum
King Ezekiel,The Walking Dead
Deborah Harper,Resident Evil
Maxie,Pokémon
Cousin Carlo,Marvel Cinematic
Eddie Brock,Earth-96283
Joseph,DreamWorks Bible
Ken Kaneki,Tokyo Ghoul
Mangetsu Hozuki,Naruto
Irene Belserion,Fairy Tail
Bentley Baley,Foundation
Wilson Roth,Foundation
Chiaki Nanami,Danganronpa
Coco Adel,RWBY
Betty Ross,Marvel Cinematic
Leonard Samson,Marvel Cinematic
Samuel Sterns,Marvel Cinematic
Jimmy Woo,Marvel Cinematic
Councilman Yen,Marvel Cinematic
Doctor List,Marvel Cinematic
Vice President Rodriguez,Marvel Cinematic
Jack Taggart,Marvel Cinematic
Brad Davis,Marvel Cinematic
Doris Toomes,Marvel Cinematic
Mr. Hapgood,Marvel Cinematic
Private Lorraine,Marvel Cinematic
Connie,Marvel Cinematic
Gary,Marvel Cinematic
Tom the Neighbor,Marvel Cinematic
Garcia,Marvel Cinematic
Guterman,Marvel Cinematic
Gurio Umino,Sailor Moon
Tokyo (Silene Oliveira),Money Heist
Julius Little,Saints Row
Marc Shelley,God's Not Dead
Ben Hanscom,Multiverse
Mitsuru Kirijo,Persona
Dr. Rotschstein,DERE.EXE
John Grayson,DC
Mary Grayson,DC
Lian Harper,DC
Bea,Peter Rabbit
Athena,God of War
Felicity Smoak,DC
Miss Duo,Dream of the Red Chamber
Blue Baby,The Binding of Isaac
Farrah,Granblue Fantasy
Mary,Granblue Fantasy
Lieutenant Flap,Beetle Bailey
Vira,Granblue Fantasy
Altair,Granblue Fantasy
Ryan,Granblue Fantasy
Gawain,Granblue Fantasy
Deliford,Granblue Fantasy
Zeta,Granblue Fantasy
Hammond,Cosmere
Keigo Kurusu,Future Diary
Kiva Andru,Megas XLR
Captain Jean-Michel Warlock,Megas XLR
Maya Torres,State of Decay
Coops mother,Megas XLR
Budge,Creepie
Skyhammer,Dirty Bomb
Brad Vickers,Resident Evil
Ma Cipriani,Grand Theft Auto 3D
Pietari Haukkala,Salatut elämät
Ying Bao,Jin Ping Mei
Laixing,Jin Ping Mei
Zhang Dahu,Jin Ping Mei
Mrs. Wen,Jin Ping Mei
Meng Yulou,Jin Ping Mei
Sun Waitou,Jin Ping Mei
Pang Chunmei,Jin Ping Mei
Xiaoyu,Jin Ping Mei
Tianxier,Jin Ping Mei
Jiang Zhushan,Jin Ping Mei
Ace Visconti,Dead by Daylight
Zhang Sheng,Jin Ping Mei
Wizard,Marvel
Wizard,Earth-616
Q76532801,Stargate
Iris Midgar,The Eminence in Shadow
Sherry Barnett,The Eminence in Shadow
Nu,The Eminence in Shadow
Aurora,The Eminence in Shadow
Annerose Nichtsehen,The Eminence in Shadow
Akane Nishino,The Eminence in Shadow
Skel Etal,The Eminence in Shadow
Po Tato,The Eminence in Shadow
Zenon Griffey,The Eminence in Shadow
Glen,The Eminence in Shadow
Marco Granger,The Eminence in Shadow
Rex,The Eminence in Shadow
Lutheran Barnett,The Eminence in Shadow
Perv Asshat,The Eminence in Shadow
Mordred,The Eminence in Shadow
Jack Nelson,The Eminence in Shadow
Millia,The Eminence in Shadow
Quinton,The Eminence in Shadow
Goldy Gilded,The Eminence in Shadow
Raphael Oriana,The Eminence in Shadow
Klaus Midgar,The Eminence in Shadow
Anna Yamada,The Dangers in My Heart
Corinna,The Saint's Magic Power is Omnipotent
Marie,The Saint's Magic Power is Omnipotent
Franz,The Saint's Magic Power is Omnipotent
Oscar Dunckel,The Saint's Magic Power is Omnipotent
Juggernaut,The Eminence in Shadow
Marie,The Eminence in Shadow
White Demon,The Eminence in Shadow
Claudia,The Eminence in Shadow
Orchid,Maple World
Hiram,The Faraway Paladin
Himeka Saiki,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You"
Biwako Sarutobi,Naruto
Q122979027,White Album
Cosette,One Piece
Eponi,One Piece
Iizuka Takeya,White Album
Sugiura Koharu,White Album
Q123001560,White Album
Q123001571,White Album
VIP,Counter-Strike
Wolff,The Saint's Magic Power is Omnipotent
Hostage,Counter-Strike
Tenyuu,The Saint's Magic Power is Omnipotent
Seiran,The Saint's Magic Power is Omnipotent
Charlotte Counter,One Piece
Charlotte Cadenza,One Piece
Annerose Miload,Re:Zero
Heinkel Astrea,Re:Zero
Kiritaka Muse,Re:Zero
Schult,Re:Zero
Charlotte Cabaletta,One Piece
Charlotte Raisin,One Piece
Mui,Undead Unluck
Reala Thompson,Re:Zero
Garek Thompson,Re:Zero
Fred Thompson,Re:Zero
Rafiel Thompson,Re:Zero
Sylphy,Re:Zero
Darts,Re:Zero
Tina,Re:Zero
Dynas,Re:Zero
Lusbel Kallard,Re:Zero
Rui Arneb,Re:Zero
Challia Bull,Universal Century
Zhang He,The Romance of the Three Kingdoms
Wang Zhong,The Romance of the Three Kingdoms
Mi Heng,The Romance of the Three Kingdoms
Han Song,The Romance of the Three Kingdoms
Yang Xiu,The Romance of the Three Kingdoms
Ji Ping,The Romance of the Three Kingdoms
Yunying,The Romance of the Three Kingdoms
Jorge,One Piece
Baskerville Bas,One Piece
Baskerville And,One Piece
Baskerville Kerville,One Piece
Puzzle,One Piece
Jiro,One Piece
Guyle,One Piece
Vigaro,One Piece
Accino,One Piece
Salchow,One Piece
Arbell,One Piece
Lil,One Piece
Campacino,One Piece
Brindo,One Piece
Hockera,One Piece
Race,One Piece
Lago,One Piece
Cless,Helck
Alicia,Helck
Dong Guifei,The Romance of the Three Kingdoms
Yuan Tan,The Romance of the Three Kingdoms
Orden,Frieren
Gabel,Frieren
Kanne,Frieren
Q4292113,World of Alisa Selezneva
Baby Rosalina,Super Mario
Kira Ford,Power Rangers
Axe Woves,Star Wars
Imelda,Shrek
Kelly Funk,One Piece
Bobby Funk,One Piece
Naji Geor Hija,Ad Stella
Sophie Pulone,Ad Stella
Norea Du Noc,Ad Stella
Olcott,Ad Stella
Lucius Aquilla,Marvel
Lucius Aquilla,Earth-616
Marcus Domitius Gallio,Marvel
Marcus Domitius Gallio,Earth-616
Yamada Asaemon Eizen,Hell's Paradise: Jigokuraku
Tokugawa Nariyoshi,Hell's Paradise: Jigokuraku
Adult Finn,Adventure Time
Yamada Asaemon Kisho,Hell's Paradise: Jigokuraku
Yamada Asaemon Genji,Hell's Paradise: Jigokuraku
Fujiwara no Mokou,Touhou Project
Hecatia Lapislazuli,Touhou Project
Elia Kane,Star Wars
Jack Crusher,Star Trek
Hayato Kasukabe,The Café Terrace and Its Goddesses
Oka Makuzawa,The Café Terrace and Its Goddesses
Ami Tsuruga,The Café Terrace and Its Goddesses
Riho Tsukishima,The Café Terrace and Its Goddesses
Shiragiku Ono,The Café Terrace and Its Goddesses
Akane Hooji,The Café Terrace and Its Goddesses
Sachiko Kasukabe,The Café Terrace and Its Goddesses
Kurt Olsson,Kurt Olsson
Senor Spielbergo,The Simpsons
Artie Ziff,The Simpsons
Souleymans father,"Fatima, the Algerian Woman of Dakar"
Jiang Qin,The Romance of the Three Kingdoms
Zhou Tai,The Romance of the Three Kingdoms
Zuo Rong,The Romance of the Three Kingdoms
Xue Li,The Romance of the Three Kingdoms
Chen Wu,The Romance of the Three Kingdoms
Yu Mi,The Romance of the Three Kingdoms
Fan Neng,The Romance of the Three Kingdoms
Yan Baihu,The Romance of the Three Kingdoms
Yan Yu,The Romance of the Three Kingdoms
Ling Cao,The Romance of the Three Kingdoms
Wang Lang,The Romance of the Three Kingdoms
Yu Fan,The Romance of the Three Kingdoms
Zhou Xin,The Romance of the Three Kingdoms
Dong Xi,The Romance of the Three Kingdoms
Hua Tuo,The Romance of the Three Kingdoms
Yang Dajiang,The Romance of the Three Kingdoms
Qiao Rui,The Romance of the Three Kingdoms
Lei Bo,The Romance of the Three Kingdoms
Chen Lan,The Romance of the Three Kingdoms
Han Yin,The Romance of the Three Kingdoms
son of Yuan Shu,The Romance of the Three Kingdoms
daughter of Cao Bao,The Romance of the Three Kingdoms
Chen Gui,The Romance of the Three Kingdoms
Zhang Xiu,The Romance of the Three Kingdoms
Wang Ze,The Romance of the Three Kingdoms
Cao Anmin,The Romance of the Three Kingdoms
Lady Zou,The Romance of the Three Kingdoms
Hu Cher,The Romance of the Three Kingdoms
Cao Ang,The Romance of the Three Kingdoms
Liu Zhang,The Romance of the Three Kingdoms
Zhang Lu,The Romance of the Three Kingdoms
Yan Xiang,The Romance of the Three Kingdoms
Chen Ji,The Romance of the Three Kingdoms
Jin Shang,The Romance of the Three Kingdoms
Li Feng,The Romance of the Three Kingdoms
Yue Jiu,The Romance of the Three Kingdoms
Dian Man,The Romance of the Three Kingdoms
Wu Xi,The Romance of the Three Kingdoms
Lei Xu,The Romance of the Three Kingdoms
Taiki Inomata,Blue Box
Chinatsu Kano,Blue Box
Hina Chono,Blue Box
Li Tong,The Romance of the Three Kingdoms
Sun Guan,The Romance of the Three Kingdoms
Wu Dun,The Romance of the Three Kingdoms
Yin Li,The Romance of the Three Kingdoms
Chang Xi,The Romance of the Three Kingdoms
Jian Yong,The Romance of the Three Kingdoms
Mi Fang,The Romance of the Three Kingdoms
Gyokuyou,The Apothecary Diaries
Lihua,The Apothecary Diaries
Lishu,The Apothecary Diaries
Ah-Duo,The Apothecary Diaries
Xiaolan,The Apothecary Diaries
Gaoshun,The Apothecary Diaries
wife of Liu An,The Romance of the Three Kingdoms
mother of Liu An,The Romance of the Three Kingdoms
Xu Si,The Romance of the Three Kingdoms
Wang Kai,The Romance of the Three Kingdoms
Yang Chou,The Romance of the Three Kingdoms
Sui Gu,The Romance of the Three Kingdoms
Shi Huan,The Romance of the Three Kingdoms
Che Zhou,The Romance of the Three Kingdoms
Liu Ang,The Romance of the Three Kingdoms
Liu Lu,The Romance of the Three Kingdoms
Gorilla,Frieren
Lawine,Frieren
Wirbel,Frieren
Ubel,Frieren
Denken,Frieren
Land,Frieren
Richter,Frieren
Laufen,Frieren
Ehre,Frieren
Sense,Frieren
Genau,Frieren
Liu Yan,The Romance of the Three Kingdoms
Icarus,Granblue Fantasy
Ragazzo,Granblue Fantasy
Uta,One Piece
Liu Pi,The Romance of the Three Kingdoms
Gong Du,The Romance of the Three Kingdoms
Chen Zhen,The Romance of the Three Kingdoms
Cai Yang,The Romance of the Three Kingdoms
Gordon,One Piece
Building Snake,One Piece
Hongo,One Piece
Shimotsuki Ushimaru,One Piece
Seagull Guns Nozdon,One Piece
Doringo,One Piece
Banzaburo,One Piece
Kurozumi Semimaru,One Piece
Taro,One Piece
Petermoo,One Piece
Liao Hua,The Romance of the Three Kingdoms
Hu Hua,The Romance of the Three Kingdoms
Limejuice,One Piece
Gab,One Piece
Bonk Punch,One Piece
Eboshi,One Piece
Kaginote,One Piece
Hanagasa,One Piece
Romy,One Piece
Yorueka,One Piece
Ganryu,One Piece
Millet Pine,One Piece
Mr. Momora,One Piece
Donquino,One Piece
CB Gallant,One Piece
Yui,One Piece
Rangram,One Piece
Spencer,One Piece
Mugren,One Piece
MAX Marx,One Piece
Moon Isaac Jr.,One Piece
Bankuro,One Piece
Blumarine,One Piece
Erio,One Piece
Rowing,One Piece
Jacksonbanner,One Piece
Mizerka,One Piece
Abdul,Teenage Mutant Ninja Turtles
Olle Collin,Bert
Becca Woolett,Resident Evil
Zimmerman,Teenage Mutant Ninja Turtles
Bobby,Teenage Mutant Ninja Turtles
Robby,Teenage Mutant Ninja Turtles
Slim,Teenage Mutant Ninja Turtles
AG Parr,Teenage Mutant Ninja Turtles
Louvre vandal,Teenage Mutant Ninja Turtles
Nurse at Hospital,Angel Devoid: Face of the Enemy
Elin,Mimmi
Mireille,Granblue Fantasy
Lena Svensson,"Svensson, Svensson"
Max Svensson,"Svensson, Svensson"
Lina,Emil from Lönneberga
Jonas Nyman,Bråkmakargatan
Mr. Nyman,Bråkmakargatan
William Dalton,Lucky Luke
"Dominique ""Niki"" De Tremmerie",F.C. De Kampioenen
Zander Freemaker,Star Wars
Meili Portroute,Re:Zero
Miklotov McMahon,Re:Zero
John Watson,Teenage Mutant Ninja Turtles
John Watson,Sherlock Holmes
Winifred Fletcher,Phineas and Ferb
Reginald Fletchers mother,Phineas and Ferb
Kotori Minami,Love Live!
Monika,Granblue Fantasy
Monika,Princess Connect!
Kai,World of Avatar
Meelo,World of Avatar
Charlotte Anana,One Piece
Shizu,That Time I Got Reincarnated as a Slime
Alena Whitlock,Arrowverse
Vinsmoke Reiju,One Piece
Samantha Arias,Arrowverse
Ruby Arias,Arrowverse
Maki Zenin,Jujutsu Kaisen
Airi Kashii,Ro-Kyu-Bu!
Natsuhi Takenaka,Ro-Kyu-Bu!
Momoe Tachibana,Ro-Kyu-Bu!
Kazunari Uehara,Ro-Kyu-Bu!
Tsubaki Takenaka,Ro-Kyu-Bu!
Rena Ashihara,Ro-Kyu-Bu!
Philip Boreas Greyrat,Mushoku Tensei
Nelson,The King of Fighters
Black Maria,One Piece
Hein,The King of Fighters
Xanadu,The King of Fighters
Hilda Boreas Greyrat,Mushoku Tensei
Crime-Master,Marvel
Crime-Master,Earth-616
Yelu Dezhong,Water Margin
Chu Jian,Water Margin
Qiongyaonayan,Water Margin
Yelu Dezhong,Water Margin
Xie Wu,Water Margin
Pei Zhi,Water Margin
Yu Decheng,Water Margin
Aliyi,Water Margin
Guo Yongtai,Water Margin
Wang Jing,Water Margin
Wang Wenbin,Water Margin
Ewen Egeburg,Spy × Family
Shopkeeper,Spy × Family
Sharon,Spy × Family
The Postal Dude,Postal
Paul Bailey,Marvel
Paul Bailey,Earth-616
Rabe Tonsort,Star Wars
Clive Rosfield,Final Fantasy
Liu Guangshi,Water Margin
He Tong,Water Margin
Feng Xi,Water Margin
Xing Zheng,Water Margin
Du Jingchen,Water Margin
Pan Jun,Water Margin
Zhang Wei,Water Margin
Gong Wen,Water Margin
Xue Dounan,Water Margin
Mi Quan,Water Margin
Jiang Yin,Water Margin
Wei Heng,Water Margin
Aira Paivikki Linnamaa,Strike Witches
Akira E. Ferrari,Aria
Athena Glory,Aria
LADY HUNK,Resident Evil
Peter Walken,Resident Evil
Miyu Komatsuzaki,Teppen—!!!
Iroha Akishika,Teppen—!!!
Takina Inoue,Lycoris Recoil
Shenfa Hachisuka,Project Engage
Nagi Toma,Prima Doll
Aoba Karabayashi,Shine Post
Dong Yuxian,Jin Ping Mei
Jiang Cong,Jin Ping Mei
Ying Yuanwai,Jin Ping Mei
Yuanxiao,Jin Ping Mei
Hou Meng,Jin Ping Mei
Xiahua,Jin Ping Mei
Ren Tinggui,Jin Ping Mei
Zhang Maode,Jin Ping Mei
Wang Liuer,Jin Ping Mei
Ying Dage,Jin Ping Mei
Xiao Cheng,Jin Ping Mei
Zhou Shun,Jin Ping Mei
Yuan Yan,Jin Ping Mei
Hu Zao,Jin Ping Mei
Canjiang Liu,Jin Ping Mei
Lady Zhang,Jin Ping Mei
Qiao Tong,Jin Ping Mei
wife of Jing Zhong,Jin Ping Mei
wife of Taiguan Zhu,Jin Ping Mei
Lamei,Jin Ping Mei
Han Lu,Jin Ping Mei
Miaoqu,Jin Ping Mei
Jiner,Jin Ping Mei
Qi Xianger,Jin Ping Mei
Zhu Maotou,Jin Ping Mei
Chunhong,Jin Ping Mei
Neixiang Zhou,Jin Ping Mei
Rei Togetsu,D4DJ
Saki Izumo,D4DJ
Uncle Han,Jin Ping Mei
Mayor of New York City,Teenage Mutant Ninja Turtles
Rong Hai,Jin Ping Mei
Kobayashi,Miss Kobayashi's Dragon Maid
Makoto Takiya,Miss Kobayashi's Dragon Maid
Mr. Han,Jin Ping Mei
Kurozumi Kanjuro,One Piece
Lama Zhao,Jin Ping Mei
Han Xiaochou,Jin Ping Mei
Taohuaer,Jin Ping Mei
Luo Wanxiang,Jin Ping Mei
Robyn ONeil,Teenage Mutant Ninja Turtles
Huiyuan,Jin Ping Mei
Liu Juzhai,Jin Ping Mei
Conn,fictional  of the Hyborian Age
Vilerus,Robert E. Howard's fictional
Kurozumi Higurashi,One Piece
Wang Yima,Jin Ping Mei
Qian Qingchuan,Jin Ping Mei
Gaimon,One Piece
Kaya,One Piece
Buchi,One Piece
Xue Ji,Jin Ping Mei
Jin Dajie,Jin Ping Mei
Zhongqiuer,Jin Ping Mei
Johnny,One Piece
Miss Yun,Jin Ping Mei
Chen Ding,Jin Ping Mei
Yuzan,Jin Ping Mei
Mantanger,Jin Ping Mei
Cuihua,Jin Ping Mei
Xiaoyue Zhanglao,Jin Ping Mei
Zhou Xuan,Jin Ping Mei
Shen Tong,Jin Ping Mei
Zhong Gui,Jin Ping Mei
Hiriluk,One Piece
Lady Zhang,Jin Ping Mei
wife of Zhang Long,Jin Ping Mei
Shine,One Piece
Eddy,One Piece
Taurus of Nemedia,Robert E. Howard's fictional
Other Miss Forcible,Coraline
Bobbie,Tintin
Kapitein Haddock,Tintin
Grote Inca,Tintin
Walker,Teenage Mutant Ninja Turtles
Kenshin,Teenage Mutant Ninja Turtles
Spike,Teenage Mutant Ninja Turtles
Ryan,Teenage Mutant Ninja Turtles
Harry Parker,Teenage Mutant Ninja Turtles
Arboost,Teenage Mutant Ninja Turtles
Chaplin,Teenage Mutant Ninja Turtles
Max,Teenage Mutant Ninja Turtles
Darius Dun,Teenage Mutant Ninja Turtles
Ray Cataldo,Teenage Mutant Ninja Turtles
Casey Jones,Teenage Mutant Ninja Turtles
Raffi Musiker,Star Trek
Craig Tucker,South Park
Master of the World,Marvel
Master of the World,Earth-616
Valentina Allegra de Fontaine,Marvel
Valentina Allegra de Fontaine,Earth-616
Felicity Hardy,Marvel Comics 2
Roman Torchwick,RWBY
Amethio,Pokémon
Zirc,Pokémon
Onia,Pokémon
Dot,Pokémon
Vincent DiStephano,Alien
Russ Cargill,The Simpsons
Haruki Kitahara,White Album
Setsuna Ogiso,White Album
Kazusa Touma,White Album
Kelleran Beq,Star Wars
Sasanami Unmei,Inazuma Eleven
Haru Endou,Inazuma Eleven
Parker Selfridge,Avatar
Naze,Marvel
Naze,Earth-616
Starshine,Marvel
Starshine,Earth-616
Jaime Rodriguez,Marvel
Jaime Rodriguez,Earth-616
Amanda Sefton,Marvel
Amanda Sefton,Earth-811
Leong Cao Manh,Marvel
Leong Cao Manh,Earth-616
Nga Cao Manh,Marvel
Nga Cao Manh,Earth-616
Craig Sinclair,Marvel
Craig Sinclair,Earth-616
Jiang Li,Marvel
Jiang Li,Earth-616
Amelia,Granblue Fantasy
Peter Bristow,Marvel
Peter Bristow,Earth-616
Nguyen Ngoc Coy,Marvel
Nguyen Ngoc Coy,Earth-616
Nina Da Costa,Marvel
Nina Da Costa,Earth-616
Emmanuel Da Costa,Marvel
Emmanuel Da Costa,Earth-616
unnamed player character,Alter Ego
unnamed father,Alter Ego
unnamed mother,Alter Ego
