itemLabel,universeLabel
Raksha Risch,Re:Zero
Chin,Re:Zero
Crusch Karsten,Re:Zero
Anastasia Hoshin,Re:Zero
Otto Suwen,Re:Zero
Ryuzu Meyer,Re:Zero
Frederica Baumann,Re:Zero
Lucilius,Granblue Fantasy
Ruijerd Superdia,Mushoku Tensei
Bartolomeo,One Piece
Iceburg,One Piece
Queen,One Piece
Satoru Mikami,That Time I Got Reincarnated as a Slime
Hakurou,That Time I Got Reincarnated as a Slime
Fuze,That Time I Got Reincarnated as a Slime
Leon Cromwell,That Time I Got Reincarnated as a Slime
Carrion,That Time I Got Reincarnated as a Slime
Suphia,That Time I Got Reincarnated as a Slime
Stussy,One Piece
Kento Nanami,Jujutsu Kaisen
Mai Zenin,Jujutsu Kaisen
Noritoshi Kamo,Jujutsu Kaisen
Jogo,Jujutsu Kaisen
Shogo Taguchi,That Time I Got Reincarnated as a Slime
Aoi Ogiyama,Ro-Kyu-Bu!
Mihoshi Takamura,Ro-Kyu-Bu!
Hiiragi Takenaka,Ro-Kyu-Bu!
Shinobu Minato,Ro-Kyu-Bu!
Irmo,Tolkien
Vaire,Tolkien
Nessa,Tolkien
Este,Tolkien
Baba Yaga,Forgotten Realms
Baba Yaga,Dungeons & Dragons
Iggwilv,Greyhawk
Iggwilv,Dungeons & Dragons
Oberon,Forgotten Realms
Oberon,Dungeons & Dragons
Titania,Dungeons & Dragons
Verenestra,Forgotten Realms
Verenestra,Dungeons & Dragons
Makar and Measse,Tolkien
OOM-9,Star Wars
Leilani,Animal Crossing
Dee Dee Skyes,Scooby Doo
Dee Dee Skyes,Hanna-Barbera
Leila,Animal Crossing
Roger,Star Wars
Mr. Rigby,Scooby Doo
Queen of Air and Darkness,Forgotten Realms
Queen of Air and Darkness,Dungeons & Dragons
Babyface Boretti,Scooby Doo
Principal Deedle,Scooby Doo
Sadie Mae Scroggins,Scooby Doo
Creeper,Scooby Doo
Redbeard,Scooby Doo
Amelia von Butch,Scooby Doo
Vice Principal Grimes,Scooby Doo
The Amazing Krudsky,Scooby Doo
Rufus Buzby,Scooby Doo
Suika Ibuki,Touhou Project
Prudence Prufrock,Scooby Doo
Chad and Chet,Scooby Doo
"Shaggy Rogers, Jr.",Scooby Doo
Hyrsam,Forgotten Realms
Hyrsam,Dungeons & Dragons
Neifion,Forgotten Realms
Neifion,Dungeons & Dragons
Nintra Siotta,Forgotten Realms
Nintra Siotta,Dungeons & Dragons
Prince of Frost,Forgotten Realms
Prince of Frost,Dungeons & Dragons
Stag King,Forgotten Realms
Stag King,Dungeons & Dragons
Kannoth,Forgotten Realms
Kannoth,Dungeons & Dragons
Guppy,Insaniquarium
Carnivore,Insaniquarium
Star Guppy,Insaniquarium
Starcatcher,Insaniquarium
Guppycruncher,Insaniquarium
Beetlemuncher,Insaniquarium
Breeder,Insaniquarium
Ultravore,Insaniquarium
Karai,Teenage Mutant Ninja Turtles
Bloodsucker,Teenage Mutant Ninja Turtles
Bebop,Teenage Mutant Ninja Turtles
Rocksteady,Teenage Mutant Ninja Turtles
Genghis Frog,Teenage Mutant Ninja Turtles
Rasputin the Mad Frog,Teenage Mutant Ninja Turtles
Carter,Teenage Mutant Ninja Turtles
Tiger Claw,Teenage Mutant Ninja Turtles
Rahzar,Teenage Mutant Ninja Turtles
Tokka,Teenage Mutant Ninja Turtles
Mondo Gecko,Teenage Mutant Ninja Turtles
Chameleon,Teenage Mutant Ninja Turtles
Wyrm,Teenage Mutant Ninja Turtles
Chris Bradford,Teenage Mutant Ninja Turtles
Xever Montes,Teenage Mutant Ninja Turtles
Pete,Teenage Mutant Ninja Turtles
Seymour Gutz,Teenage Mutant Ninja Turtles
Tattoo,Teenage Mutant Ninja Turtles
Dwork,Teenage Mutant Ninja Turtles
Dirtbag,Teenage Mutant Ninja Turtles
Groundchuck,Teenage Mutant Ninja Turtles
AJ Howard,Teenage Mutant Ninja Turtles
Timothy,Teenage Mutant Ninja Turtles
Snake,Teenage Mutant Ninja Turtles
J. Finn,Teenage Mutant Ninja Turtles
Todd,Teenage Mutant Ninja Turtles
Gooey,Kirby
Alim Coelacanth,Teenage Mutant Ninja Turtles
Bradley Martin,Teenage Mutant Ninja Turtles
Rocksteady,Teenage Mutant Ninja Turtles
Innardo,Teenage Mutant Ninja Turtles
Nevermore,Teenage Mutant Ninja Turtles
mutant plant,Teenage Mutant Ninja Turtles
Donatello,Teenage Mutant Ninja Turtles
Michelangelo,Teenage Mutant Ninja Turtles
Donatello,Teenage Mutant Ninja Turtles
Leonardo,Teenage Mutant Ninja Turtles
Donatello,Teenage Mutant Ninja Turtles
Donatello,Teenage Mutant Ninja Turtles
Leonardo,Teenage Mutant Ninja Turtles
Raphael,Teenage Mutant Ninja Turtles
Donatello,Teenage Mutant Ninja Turtles
Baxter Stockman,Teenage Mutant Ninja Turtles
Leatherhead,Teenage Mutant Ninja Turtles
Leatherhead,Teenage Mutant Ninja Turtles
Leonardo,Teenage Mutant Ninja Turtles
Michelangelo,Teenage Mutant Ninja Turtles
Donatello,Teenage Mutant Ninja Turtles
Leonardo,Teenage Mutant Ninja Turtles
Michelangelo,Teenage Mutant Ninja Turtles
Raphael,Teenage Mutant Ninja Turtles
Splinter,Teenage Mutant Ninja Turtles
Mondo Gecko,Teenage Mutant Ninja Turtles
Mondo Gecko,Teenage Mutant Ninja Turtles
Rahzar,Teenage Mutant Ninja Turtles
Splinter,Teenage Mutant Ninja Turtles
Donatello,Teenage Mutant Ninja Turtles
Leonardo,Teenage Mutant Ninja Turtles
Michelangelo,Teenage Mutant Ninja Turtles
Raphael,Teenage Mutant Ninja Turtles
Donatello,Teenage Mutant Ninja Turtles
Ray Fillet,Teenage Mutant Ninja Turtles
Tokka,Teenage Mutant Ninja Turtles
Groundchuck,Teenage Mutant Ninja Turtles
Dirtbag,Teenage Mutant Ninja Turtles
Splinter,Teenage Mutant Ninja Turtles
Leonardo,Teenage Mutant Ninja Turtles
Raphael,Teenage Mutant Ninja Turtles
Michelangelo,Teenage Mutant Ninja Turtles
Raphael,Teenage Mutant Ninja Turtles
Xever Montes,Teenage Mutant Ninja Turtles
Ivan Steranko,Teenage Mutant Ninja Turtles
Leatherhead,Teenage Mutant Ninja Turtles
Splinter,Teenage Mutant Ninja Turtles
Donatello,Teenage Mutant Ninja Turtles
Bebop,Teenage Mutant Ninja Turtles
Rocksteady,Teenage Mutant Ninja Turtles
Joe Eyeball,Teenage Mutant Ninja Turtles
Surapacchi,My Isekai Life
Mayusura,My Isekai Life
Surahappa,My Isekai Life
Higesura,My Isekai Life
Pekesura,My Isekai Life
Hans,KonoSuba
Nea,Princess Connect!
Slime,Ragna Crimson
Solution Epsilon,Overlord
Herohero,Overlord
Bukubukuchagama,Overlord
Dukat,Star Trek
Katherine Pulaski,Star Trek
Kathryn Janeway,Star Trek
Chameleon,Marvel
Chameleon,Earth-616
Muttley,Wacky Races
Muttley,Yogi Bear
Julian Bashir,Star Trek
Dick Dastardly,Wacky Races
Dick Dastardly,Yogi Bear
Blizzard,Marvel
Grimlock,Transformers multiverse
Rodimus Prime,Transformers multiverse
Cliffjumper,Transformers multiverse
Mirage,Transformers multiverse
Ultra Magnus,Transformers multiverse
Petunia Dursley,Harry Potter
Sideways,Transformers multiverse
Swoop,Transformers multiverse
Marge Dursley,Harry Potter
Prowl,Transformers multiverse
Smokescreen,Transformers multiverse
Scrapper,Transformers multiverse
Technobots,Transformers multiverse
Hot Shot,Transformers multiverse
Protectobots,Transformers multiverse
Stunticons,Transformers multiverse
Brawn,Transformers multiverse
Slag,Transformers multiverse
Brawl,Transformers multiverse
Bulkhead,Transformers multiverse
Waspinator,Transformers multiverse
Chromia,Transformers multiverse
Perceptor,Transformers multiverse
Swindle,Transformers multiverse
Wheelie,Transformers multiverse
Blurr,Transformers multiverse
Outback,Transformers multiverse
Beachcomber,Transformers multiverse
Blades,Transformers multiverse
Groove,Transformers multiverse
Skydive,Transformers multiverse
Slingshot,Transformers multiverse
Onslaught,Transformers multiverse
Seaspray,Transformers multiverse
Sky Lynx,Transformers multiverse
Thunderblast,Transformers multiverse
Trailbreaker,Transformers multiverse
Huffer,Transformers multiverse
Hoist,Transformers multiverse
Airazor,Transformers multiverse
Armorhide,Transformers multiverse
Big Daddy,Transformers multiverse
Brains,Transformers multiverse
Broadside,Transformers multiverse
Camshaft,Transformers multiverse
Cloudburst,Transformers multiverse
Crosswise,Transformers multiverse
Deepdive,Transformers multiverse
Dion,Transformers multiverse
Double Clutch,Transformers multiverse
Doubledealer,Transformers multiverse
Eject,Transformers multiverse
Goldbug,Transformers multiverse
Groundbreaker,Transformers multiverse
Hosehead,Transformers multiverse
Mr. Granger,Harry Potter
Mrs. Granger,Harry Potter
Lander,Transformers multiverse
Leader-1,Transformers multiverse
Lightspeed,Transformers multiverse
Longarm,Transformers multiverse
Monsterbots,Transformers multiverse
Multiforce,Transformers multiverse
Omnicon,Transformers multiverse
Over-Run,Transformers multiverse
Pyro,Transformers multiverse
Repugnus,Transformers multiverse
Road King,Transformers multiverse
Rollbar,Transformers multiverse
Rook,Transformers multiverse
Roulette,Transformers multiverse
Safeguard,Transformers multiverse
Sixshot,Transformers multiverse
Sizzle,Transformers multiverse
Sky High,Transformers multiverse
Slugfest,Transformers multiverse
Springer,Transformers multiverse
Steeljaw,Transformers multiverse
Tap-Out,Transformers multiverse
Terradive,Transformers multiverse
Tow-Line,Transformers multiverse
Tread Bolt,Transformers multiverse
Triggerhappy,Transformers multiverse
Turbomasters,Transformers multiverse
Waverider,Transformers multiverse
Wideload,Transformers multiverse
Windbreaker,Transformers multiverse
Flak,Transformers multiverse
Overhaul,Transformers multiverse
Q11857840,Transformers multiverse
Bob Hitchens,Harry Potter
Blaze Master,Transformers multiverse
Magna Stampede,Transformers multiverse
Windblade,Transformers multiverse
Doubleclouder,Transformers multiverse
Tankor,Transformers multiverse
Longhorn,Transformers multiverse
Crosshairs,Transformers multiverse
Jacob Kowalski,Harry Potter
Guzzle,Transformers multiverse
Ironhide,Transformers multiverse
Amuro Ray,Universal Century
Grimlock,Transformers multiverse
Kamille Bidan,Universal Century
Char Aznable,Universal Century
Uryu Ishida,Bleach
Mixmaster,Transformers multiverse
Mirage,Transformers multiverse
Mirage,Transformers multiverse
Sideways,Transformers multiverse
Silverbolt,Transformers multiverse
Galvatron,Transformers multiverse
Trypticon,Transformers multiverse
Bonecrusher,Transformers multiverse
Prowl,Transformers multiverse
Rampage,Transformers multiverse
Rampage,Transformers multiverse
Protectobots,Transformers multiverse
Bruenor Battlehammer,Forgotten Realms
Rumble,Transformers multiverse
Blackout,Transformers multiverse
Lugnut,Transformers multiverse
Wheelie,Transformers multiverse
Ravage,Transformers multiverse
Lockdown,Transformers multiverse
Megatron,Transformers multiverse
Yhwach,Bleach
Quilge Opie,Bleach
Ryuken Ishida,Bleach
Bombshell,Transformers multiverse
Reflector,Transformers multiverse
Snarl,Transformers multiverse
Dead End,Transformers multiverse
Onslaught,Transformers multiverse
Scourge,Transformers multiverse
Sky Lynx,Transformers multiverse
Sky Lynx,Transformers multiverse
Thunderblast,Transformers multiverse
Shrapnel,Transformers multiverse
Armorhide,Transformers multiverse
Broadside,Transformers multiverse
Bugly,Transformers multiverse
Cy-Kill,Transformers multiverse
Deathsaurus,Transformers multiverse
Doubledealer,Transformers multiverse
Dumper,Transformers multiverse
Firecons,Transformers multiverse
Fracture,Transformers multiverse
Straxus,Transformers multiverse
Herr Fiend,Transformers multiverse
Icepick,Transformers multiverse
Iguanus,Transformers multiverse
Machine Robo,Transformers multiverse
Mega Zarak,Transformers multiverse
Menasor,Transformers multiverse
Quake,Transformers multiverse
Road Ranger,Transformers multiverse
Rollbar,Transformers multiverse
Ruckus,Transformers multiverse
Scooter,Transformers multiverse
Sixshot,Transformers multiverse
Sizzle,Transformers multiverse
Slugfest,Transformers multiverse
Spittor,Transformers multiverse
Steeljaw,Transformers multiverse
Terradive,Transformers multiverse
Thrust,Transformers multiverse
Triggerhappy,Transformers multiverse
Whisper,Transformers multiverse
Wideload,Transformers multiverse
Zod,Transformers multiverse
Q13424681,Transformers multiverse
Mindwipe,Transformers multiverse
Tankor,Transformers multiverse
Bazz-B,Bleach
Askin Nakk Le Vaar,Bleach
Candice Catnipp,Bleach
Lille Barro,Bleach
Nora Darhk,Arrowverse
Jugram Haschwalth,Bleach
Bambietta Basterbine,Bleach
Gremmy Thoumeaux,Bleach
BG9,Bleach
Robert Accutrone,Bleach
Driscoll Berci,Bleach
Mask De Masculine,Bleach
NaNaNa Najahkoop,Bleach
Berenice Gabrielli,Bleach
Jerome Guizbatt,Bleach
Meninas McAllon,Bleach
Blackarachnia,Transformers multiverse
Blackarachnia,Transformers multiverse
Deldagg Huldgrym,Forgotten Realms
Deldagg Huldgrym,Dungeons & Dragons
Khan Noonien Singh,Star Trek
Drizzt DoUrden,Forgotten Realms
Malbeth the Seer,Tolkien
Nyarlathotep,Cthulhu Mythos
Elendil,Tolkien
Lurtz,Tolkien
Banri Kashii,Ro-Kyu-Bu!
Ryuuichi Suga,Ro-Kyu-Bu!
Whos-Who,One Piece
Sauros Boreas Greyrat,Mushoku Tensei
Future Trunks,Dragon Ball
Charlotte Arisaka Anderson,The Detective is Already Dead
Rachel Alucard,BlazBlue
Norn Greyrat,Mushoku Tensei
Jubei,BlazBlue
Kokonoe Mercury,BlazBlue
Yoriko Yasaka,Haiyore! Nyaruko-san
Luhy Distone,Haiyore! Nyaruko-san
Amelia Ruth,Professor Layton
Ponchi,Shaman King
Conchi,Shaman King
Kororo,Shaman King
Yuhi Shinatsuhiko,Yozakura Quartet
Allen Fromel,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Tohka Yatogami,Date a Live
Origami Tobiichi,Date a Live
Mikie Okamine,Date a Live
Razaya Dan,Crayon Shin-chan
Erald Grimwald,That Time I Got Reincarnated as a Slime
Misery,That Time I Got Reincarnated as a Slime
Ibuki Niijima,D4DJ
Lucoa,Miss Kobayashi's Dragon Maid
Georgie Saikawa,Miss Kobayashi's Dragon Maid
Kurozumi Tama,One Piece
Denjiro,One Piece
Toko,One Piece
Woop Slap,One Piece
Rika,One Piece
Chabo,One Piece
Nojiko,One Piece
Mashikaku,One Piece
Brogy,One Piece
Miss Goldenweek,One Piece
Kuromarimo,One Piece
Thalassa Lucas,One Piece
Puppu,One Piece
Pell,One Piece
Mr. 4,One Piece
Miss Doublefinger,One Piece
Miss Fathers Day,One Piece
Terracotta,One Piece
Minisylvester,Insaniquarium
Ball Fish,Insaniquarium
Johnny V,Insaniquarium
Kilgore,Insaniquarium
Ludwig,Insaniquarium
Rocky,Insaniquarium
Santa,Insaniquarium
Something Truly Evil,World of Horror
Bloated Swimmer,World of Horror
Drain Swimmer,World of Horror
Gossip Junkie,World of Horror
Ribcage Woman,World of Horror
Stalk-Chan,World of Horror
Bark Woman,World of Horror
Eddard Stark,World of Ice and Fire
Theon Greyjoy,World of Ice and Fire
Tyrion Lannister,World of Ice and Fire
Catelyn Stark,World of Ice and Fire
Jon Snow,World of Ice and Fire
Sansa Stark,World of Ice and Fire
Bran Stark,World of Ice and Fire
Cersei Lannister,World of Ice and Fire
Illyrio Mopatis,World of Ice and Fire
Jorah Mormont,World of Ice and Fire
Barristan Selmy,World of Ice and Fire
Mance Rayder,World of Ice and Fire
Jaqen Hghar,World of Ice and Fire
Beric Dondarrion,World of Ice and Fire
Brienne of Tarth,World of Ice and Fire
Samwell Tarly,World of Ice and Fire
Stannis Baratheon,World of Ice and Fire
Rickon Stark,World of Ice and Fire
Bronn,World of Ice and Fire
Jeor Mormont,World of Ice and Fire
Joffrey Baratheon,World of Ice and Fire
Shae,World of Ice and Fire
Viserys Targaryen,World of Ice and Fire
Robert Baratheon,World of Ice and Fire
Janos Slynt,World of Ice and Fire
Aerys II Targaryen,World of Ice and Fire
Lysa Arryn,World of Ice and Fire
Tommen Baratheon,World of Ice and Fire
Roose Bolton,World of Ice and Fire
Myrcella Baratheon,World of Ice and Fire
Asha Greyjoy,World of Ice and Fire
Aeron Greyjoy,World of Ice and Fire
Podrick Payne,World of Ice and Fire
Daario Naharis,World of Ice and Fire
Hoster Tully,World of Ice and Fire
Cassana Baratheon,World of Ice and Fire
Rhaella Targaryen,World of Ice and Fire
Balon Greyjoy,World of Ice and Fire
Alannys Greyjoy,World of Ice and Fire
Alerie Tyrell,World of Ice and Fire
Minisa Tully,World of Ice and Fire
Matsuri,Naruto
Moka Akashiya,Rosario + Vampire
Rob Lucci,One Piece
Ryuken Ishida,Bleach
Senjumaru Shutara,Bleach
Soul Evans,Soul Eater
Greta,Pokémon
Wes Evans,Soul Eater
Wonderweiss Margela,Bleach
Yuura,Naruto
Batou,World of Ghost in the Shell
Aaron,Pokémon
Hatchan,One Piece
Crimson Rubeus,Sailor Moon
Sagittarius Sisyphus,Saint Seiya
Haman Karn,Universal Century
Judau Ashta,Universal Century
Sabo,One Piece
Mizore Shirayuki,Rosario + Vampire
Happy,Fairy Tail
Emma Sheen,Universal Century
Cronicle Asher,Universal Century
Glemy Toto,Universal Century
Sarah Zabiarov,Universal Century
Cecily Fairchild,Universal Century
Genjyo Sanzo,Saiyuki
Crow Jamian,Saint Seiya
Ebisu,Naruto
Honoka Kosaka,Love Live!
Etna,Disgaea
Shogo Makishima,Psycho-Pass
Meredy,Fairy Tail
Sting Eucliffe,Fairy Tail
Liz Thompson,Soul Eater
Rouge,Ranma ½
Lisanna Strauss,Fairy Tail
X Drake,One Piece
Basil Hawkins,One Piece
Champa,Dragon Ball
Rem,Re:Zero
Karin Kurosaki,Bleach
Kensei Muguruma,Bleach
Kokoa Shuzen,Rosario + Vampire
Medusa Gorgon,Soul Eater
Roxanne,Pokémon
Princess Kakyuu,Sailor Moon
Hashirama Senju,Naruto
Sayla Mass,Universal Century
Sengoku,One Piece
Hugh,Pokémon
Yami Yugi,Yu-Gi-Oh!
Zommari Leroux,Bleach
Chang Wufei,After Colony
Erza Scarlet,Fairy Tail
Aaroniero Arruruerie,Bleach
Shisui Uchiha,Naruto
Tsurara Shirayuki,Rosario + Vampire
Krieg,One Piece
Yui Ikari,Neon Genesis Evangelion
Mikan Yuki,To Love Ru
Yukito Tsukishiro,Cardcaptor Sakura
Tsunade,Naruto
Kai Shiden,Universal Century
Jerid Messa,Universal Century
Sleggar Law,Universal Century
Harry Ord,Correct Century
Fa Yuiry,Universal Century
Lila Milla Rira,Universal Century
Rosamia Badam,Universal Century
Coyote Starrk,Bleach
Tenjiro Kirinji,Bleach
Ouetsu Nimaiya,Bleach
Genma Shiranui,Naruto
Kyosuke Kosaka,Oreimo
Saori Makishima,Oreimo
Ruri Goko,Oreimo
Shu,Dragon Ball
Jellal Fernandes,Fairy Tail
Yuno Gasai,Future Diary
Gine,Dragon Ball
Eren Yeager,Attack on Titan
Thundercracker,Transformers multiverse
Astrotrain,Transformers multiverse
Ratbat,Transformers multiverse
Devastator,Transformers multiverse
Jetfire,Transformers multiverse
Megatron,Transformers multiverse
Starscream,Transformers multiverse
Fallen,Transformers multiverse
Frank Bryce,Harry Potter
Sentinel Prime,Transformers multiverse
Frenzy,Transformers multiverse
Wheeljack,Transformers multiverse
Motormaster,Transformers multiverse
Piers Polkiss,Harry Potter
Soundwave,Transformers multiverse
Red Alert,Transformers multiverse
Tom Riddle,Harry Potter
Demolishor,Transformers multiverse
Ramjet,Transformers multiverse
Aegon V Targaryen,World of Ice and Fire
Rodrik Greyjoy,World of Ice and Fire
Lady of House Sunderly,World of Ice and Fire
Lyarra Stark,World of Ice and Fire
Lyanna Stark,World of Ice and Fire
Betha Blackwood,World of Ice and Fire
Rhaelle Targaryen,World of Ice and Fire
Delena Florent,World of Ice and Fire
Imry Florent,World of Ice and Fire
Alester Florent,World of Ice and Fire
Melara Florent,World of Ice and Fire
Lynesse Hightower,World of Ice and Fire
Mariya Darry,World of Ice and Fire
Amerei Frey,World of Ice and Fire
Selwyn Tarth,World of Ice and Fire
Brynden Tully,World of Ice and Fire
Walder Frey,World of Ice and Fire
Aemon Targaryen,World of Ice and Fire
Gregor Clegane,World of Ice and Fire
Grey Worm,World of Ice and Fire
The High Sparrow,World of Ice and Fire
Drogon,World of Ice and Fire
Euron Greyjoy,World of Ice and Fire
Aegon I Targaryen,World of Ice and Fire
Rhaenys Targaryen,World of Ice and Fire
Brandon Stark,World of Ice and Fire
Brynden Rivers,World of Ice and Fire
Nymeria Sand,World of Ice and Fire
Jojen Reed,World of Ice and Fire
Eddison Tollett,World of Ice and Fire
Rodrik Cassel,World of Ice and Fire
Tyene Sand,World of Ice and Fire
Aegon IV Targaryen,World of Ice and Fire
Thoros,World of Ice and Fire
Daenerys Targaryen (daughter of Aegon IV),World of Ice and Fire
Aenys I Targaryen,World of Ice and Fire
Orys Baratheon,World of Ice and Fire
Brandon the Builder,World of Ice and Fire
Jeyne Westerling,World of Ice and Fire
Rhllor,World of Ice and Fire
Corlys Velaryon,World of Ice and Fire
Rhaenys Targaryen (daughter of Aemon),World of Ice and Fire
Mysaria,World of Ice and Fire
Rhaena Targaryen,World of Ice and Fire
Harwin Strong,World of Ice and Fire
Tyland Lannister,World of Ice and Fire
Mellos,World of Ice and Fire
Vaemond Velaryon,World of Ice and Fire
Laenor Velaryon,World of Ice and Fire
Helaena Targaryen,World of Ice and Fire
Viserys II Targaryen,World of Ice and Fire
Erryk Cargyll,World of Ice and Fire
Arryk Cargyll,World of Ice and Fire
Lucerys Velaryon,World of Ice and Fire
Joffrey Velaryon,World of Ice and Fire
Daeron Targaryen,World of Ice and Fire
Boremund Baratheon,World of Ice and Fire
Arlan of Pennytree,World of Ice and Fire
Baelor I Targaryen,World of Ice and Fire
Fif,Granblue Fantasy
Eahta,Granblue Fantasy
Anila,Granblue Fantasy
Lowain,Granblue Fantasy
Stoker,Dirty Bomb
Rochelle,Left 4 Dead
Abby,The Last of Us
Batta Batta,Batta Batta
Bloaters,The Last of Us
Yusuf Amir,Grand Theft Auto HD
Catherine,Granblue Fantasy
Nene,Granblue Fantasy
Majora,of The Legend of Zelda
Marcus K. Lewis,Zombie Panic!
Kitty Pousoix,Duke Nukem
Kyu Sugardust,Hunie
Kyoko Kirigiri,Danganronpa
Blake Belladonna,RWBY
Levar,Saints Row
Zoe Baker,Resident Evil
Jack Baker,Resident Evil
Marguerite Baker,Resident Evil
Baldur,God of War
Sindri,God of War
Nightmare Fredbear,Five Nights at Freddy's
Sam,Death Stranding
Keishi Onozawa,Yandere School
Vanilla the Rabbit,Sonic the Hedgehog
Gaunter ODimm,The Witcher
Taiga Saejima,Yakuza
Shao,Granblue Fantasy
Balurga,Granblue Fantasy
Laguna,Granblue Fantasy
Rosine,Granblue Fantasy
Almeida,Granblue Fantasy
Joel,Granblue Fantasy
Ghandagoza,Granblue Fantasy
Karteira,Granblue Fantasy
Viceroy,Granblue Fantasy
Cucouroux,Granblue Fantasy
Izmir,Granblue Fantasy
Azathoth,Cthulhu Mythos
Ugluk,Tolkien
Cuthbert Binns,Harry Potter
Jarlaxle,Forgotten Realms
Nodens,Cthulhu Mythos
Liriel Baenre,Forgotten Realms
Peeves,Harry Potter
Shagrat,Tolkien
Moaning Myrtle,Harry Potter
Aerie,Forgotten Realms
Eotheod,Tolkien
Gromph Baenre,Forgotten Realms
Aphoom-Zhah,Cthulhu Mythos
Malice DoUrden,Forgotten Realms
Ygolonac,Cthulhu Mythos
Vierna DoUrden,Forgotten Realms
Zinzerena,Forgotten Realms
Zinzerena,Dungeons & Dragons
The Nameless Mist,Cthulhu Mythos
Brand,Tolkien
Trunembra,Cthulhu Mythos
Triel Baenre,Forgotten Realms
Rufus Burrows,Tolkien
Hugo Boffin,Tolkien
Seredic Brandybuck,Tolkien
Doderic Brandybuck,Tolkien
Bruno Bracegirdle,Tolkien
Odovacar Bolger,Tolkien
Tolman Cotton,Tolkien
Dal REl,Star Trek
Sarina Douglas,Star Trek
Ellifain Tuuserail,Forgotten Realms
Fox-at-Twilight,Forgotten Realms
Vartha DoUrden,Forgotten Realms
Yvonnel Baenre,Forgotten Realms
Minthara,Forgotten Realms
Minthara,Dungeons & Dragons
Arts and Crafters,Baldi's Basics
Better Cordy,Our Darker Purpose
Eve,The Binding of Isaac
Magdalene,The Binding of Isaac
Grea,Granblue Fantasy
Walder,Granblue Fantasy
Naoise,Granblue Fantasy
Baragona,Granblue Fantasy
Aletheia,Granblue Fantasy
Galadar,Granblue Fantasy
Charlotta,Granblue Fantasy
Sarunan,Granblue Fantasy
Ange,Granblue Fantasy
Lamretta,Granblue Fantasy
Danua,Granblue Fantasy
Magisa,Granblue Fantasy
Metera,Granblue Fantasy
Feena,Granblue Fantasy
Teena,Granblue Fantasy
Mariah,Granblue Fantasy
Leonora,Granblue Fantasy
Lancelot,Granblue Fantasy
Feower,Granblue Fantasy
Yodarha,Granblue Fantasy
Tomoi,Granblue Fantasy
Judge Lawton,State of Decay
Khan,Pathologic
The Tragedian,Pathologic
Joker,Persona
Ellis,Left 4 Dead
Nine-Toes,Borderlands
Runners,The Last of Us
Taeko Yamada,Yandere Simulator
Pixeline,Pixeline
Skull,Granblue Fantasy
Yaia,Granblue Fantasy
Sevilbarra,Granblue Fantasy
Grace,Pathologic
Warden Ranken,Arkhamverse
King Harkinian,of The Legend of Zelda
Emi Ibarazaki,Katawa Shoujo
Ramon,The King of Fighters
Leon McAffrey,Grand Theft Auto 3D
Jesus Christ,The Simpsons
Hustler,Saints Row
Vice Kings black male,Saints Row
Adam Benford,Resident Evil
Takayuki Yagami,Yakuza
Josh Stone,Resident Evil
Ibuki Mioda,Danganronpa
Sin Tzu,DC
Oerba Dia Vanille,Final Fantasy
Cyrille Le Paradox,Sly Cooper
Zarya,Overwatch
Toruviel,The Witcher
Crach an Craite,The Witcher
Syrup,of The Legend of Zelda
Noriko Tajima,Yandere School
Terumi Takahira,Yandere School
SCP-087-1,SCP
Daigo Dojima,Yakuza
Redluck,Granblue Fantasy
Forte,Granblue Fantasy
Joystick,Marvel
Letha,Marvel
Naga,Marvel
Steel Wind,Marvel
Balthazar,Marvel
Balthazar,Earth-616
Ironheart,Marvel
Matthew Decker,Star Trek
Beckett Mariner,Star Trek
Brad Boimler,Star Trek
Thadiun Okona,Star Trek
Maria Pym,Marvel Cinematic
Psylocke,Marvel
Psylocke,Earth-616
Krrsantan,Star Wars
Natalya Maximoff,Earth-616
TChanna,Marvel Mangaverse
Dante,The Walking Dead Television
Razer,DC
Indigo-1,DC
Crusher Hogan,Marvel
Crusher Hogan,Earth-616
Q118839409,Q118541520
Q118840228,Q118541520
Q118849324,Q118541520
Q118849361,Q118541520
Q118849384,Q118541520
Q118849395,Q118541520
Q118849444,Q118541520
Comte Florotte,Q118541520
Bookworm,DC
Flint,Marvel
Flint,Earth-616
Baxter Bigelow,Marvel
Baxter Bigelow,Earth-616
James T. Kirk,Star Trek
Mirror Spock,Star Trek
Emily,Overwatch
Boneywasawarriorwayayix,Asterix
Whit,Teenage Mutant Ninja Turtles
Red Dagger,Marvel Cinematic
Red Dagger,Marvel
Dana Winters,DC
Q123521683,DC
Edward Ashford,Resident Evil
Hinako Shijou,The King of Fighters
Mallow,Super Mario
Tanya Adams,Command & Conquer
Richard Aiken,Resident Evil
Ace,Street Fighter
Mignon Beart,The King of Fighters
Edward Kenway,Assassin's Creed
Anakaris,Capcom
Adun,StarCraft
Haman Karn,Universal Century
Judau Ashta,Universal Century
Count Bleck,Super Mario
Lonna Vash,Star Wars
Sabo,One Piece
Yuthura Ban,Star Wars
Emiel Regis,The Witcher
Mizore Shirayuki,Rosario + Vampire
Sabrina Glevissig,The Witcher
Sigismund Dijkstra,The Witcher
Guri,Star Wars
Tung Fu Rue,The King of Fighters
Xemnas,Kingdom Hearts
